equation,variant,median_gain_vs_fixed,minimum_pair_gain_vs_fixed,maximum_pair_error_ratio_vs_full,maximum_tv_excess,maximum_rh_ratio,minimum_density,minimum_pressure,maximum_entropy_violation
burgers,full,1.867196411096963,1.0,1.0,0.03133816402065544,,,,
burgers,no_discontinuity_basis,1.0,1.0,4.44098213870579,0.02034605309904205,,,,
burgers,no_spatial_jump_condition,1.5301893520708163,0.03560026017549184,28.089682352614563,0.04816472339811111,,,,
burgers,no_viscous_transition_gate,1.8625092958547675,0.6933756663213754,1.4422196344232623,0.03133816402065544,,,,
burgers,no_tv_projection,1.867196411096963,1.0,1.0490255464766052,0.042537672139015874,,,,
euler,full,1.0892601977717309,0.9647086628082856,1.0,,1.1570201199726173,0.09666799999999999,0.07094499999999998,0.0
euler,no_discontinuity_basis,1.0,1.0,1.5583897841623215,,1.0,0.09666799999999999,0.07094499999999998,0.0
euler,no_trust_region,1.0929056522089864,0.948215939318615,1.0291893119757403,,1.209427002674511,0.09666799999999999,0.07094499999999998,0.0
euler,no_resolution_fallback,1.1715612592040328,0.9636858996105405,1.0376825067214694,,1.6157960425342235,0.09666799999999999,0.07094499999999998,0.0
