case_id,time,time_fraction,method,density_loss,velocity_loss,pressure_loss,case_evaluation_loss
stress10,0.020833333333333332,0.08333333333333333,fno_operator,0.13769785973652177,0.9895886577305065,0.1426352006936846,0.26886619772792064
stress10,0.020833333333333332,0.08333333333333333,hllc_piecewise_constant,0.020475690730980243,0.21353997428698274,0.022656169848160667,0.04627020387220081
stress10,0.020833333333333332,0.08333333333333333,hllc_fixed_mc_subcell,0.016184079206135536,0.1770996980145539,0.017686271966859814,0.03700956992084169
stress10,0.020833333333333332,0.08333333333333333,physics_gated_dkan_fv_sod_neighbourhood,0.0161029640372364,0.1747212121313195,0.017690773357663926,0.036784604577115326
stress10,0.020833333333333332,0.08333333333333333,physics_gated_dkan_fv_engineering,0.016510190275547232,0.1872331267768195,0.017871987195125224,0.038086336867563644
stress10,0.020833333333333332,0.08333333333333333,hllc_muscl_fine,0.007442955919126215,0.07440456365950393,0.0063927813363792475,0.015240935445634393
stress10,0.041666666666666664,0.16666666666666666,fno_operator,0.0797287243934644,0.5230080456439666,0.09082409910601884,0.15587438803301534
stress10,0.041666666666666664,0.16666666666666666,hllc_piecewise_constant,0.01864904007555115,0.1584613908576448,0.019017358951346458,0.038303934245866963
stress10,0.041666666666666664,0.16666666666666666,hllc_fixed_mc_subcell,0.01658817079866692,0.13592077806801073,0.015039974223183464,0.03236759868259222
stress10,0.041666666666666664,0.16666666666666666,physics_gated_dkan_fv_sod_neighbourhood,0.01613948947876321,0.11307886421930782,0.013607835554796246,0.029175620036752867
stress10,0.041666666666666664,0.16666666666666666,physics_gated_dkan_fv_engineering,0.015954202466698986,0.10332574203156478,0.013034395280207216,0.027800856310441966
stress10,0.041666666666666664,0.16666666666666666,hllc_muscl_fine,0.008167943220296332,0.09364012354264811,0.007423488197848741,0.017839974810526675
stress10,0.0625,0.25,fno_operator,0.04772008484222927,0.2673293385949221,0.07584984748873458,0.09890862875958878
stress10,0.0625,0.25,hllc_piecewise_constant,0.017691308495522074,0.1038107696383644,0.015366325634033014,0.030445571656026453
stress10,0.0625,0.25,hllc_fixed_mc_subcell,0.015953232799864662,0.10571186815793218,0.013477001043650403,0.028326216543894726
stress10,0.0625,0.25,physics_gated_dkan_fv_sod_neighbourhood,0.01613520511624127,0.10918226346279349,0.013967138214667043,0.029085598512750152
stress10,0.0625,0.25,physics_gated_dkan_fv_engineering,0.01600304756624562,0.11228391453229081,0.01450117910050643,0.029646574426671467
