case_id,time,time_fraction,method,density_loss,velocity_loss,pressure_loss,case_evaluation_loss
stress01,0.006666666666666667,0.08333333333333334,fno_operator,0.23135105469251777,1.838516446464309,0.26735433057746877,0.48447950380999366
stress01,0.006666666666666667,0.08333333333333334,hllc_piecewise_constant,0.02940774317617974,0.19242922702183085,0.02240671566306486,0.05023853638166294
stress01,0.006666666666666667,0.08333333333333334,hllc_fixed_mc_subcell,0.027688864231284752,0.1843142015222573,0.01694977930571022,0.04422583041476733
stress01,0.006666666666666667,0.08333333333333334,physics_gated_dkan_fv_sod_neighbourhood,0.027739618241278654,0.18442759523543922,0.016961111419985613,0.0442717711496481
stress01,0.006666666666666667,0.08333333333333334,physics_gated_dkan_fv_engineering,0.03147144108521679,0.18611954990797802,0.01798456305779545,0.04722835707598132
stress01,0.006666666666666667,0.08333333333333334,hllc_muscl_fine,0.01604621897516459,0.11639609692670072,0.005429574580318501,0.02164506918588692
stress01,0.013333333333333334,0.16666666666666669,fno_operator,0.2247306659363586,1.2600609111108985,0.24654540228635313,0.41176578994742463
stress01,0.013333333333333334,0.16666666666666669,hllc_piecewise_constant,0.035082184071205044,0.23166626719237454,0.01918072868623652,0.05381931617923979
stress01,0.013333333333333334,0.16666666666666669,hllc_fixed_mc_subcell,0.033681398655016445,0.20845358887007143,0.013960239738257142,0.0461067089262229
stress01,0.013333333333333334,0.16666666666666669,physics_gated_dkan_fv_sod_neighbourhood,0.03295870710479152,0.20926975551373705,0.013789083472300678,0.04564613511984147
stress01,0.013333333333333334,0.16666666666666669,physics_gated_dkan_fv_engineering,0.0324664739588218,0.21638648614318942,0.013899584773988411,0.0460492288551562
stress01,0.013333333333333334,0.16666666666666669,hllc_muscl_fine,0.021171784251047526,0.15171420869124,0.006816002641423275,0.02797506828868902
stress01,0.02,0.25,fno_operator,0.2231412177224461,0.977571136067261,0.2280719758187914,0.36779009688377484
stress01,0.02,0.25,hllc_piecewise_constant,0.037113086296093334,0.19614054569277684,0.01781383990275396,0.05061555444902356
stress01,0.02,0.25,hllc_fixed_mc_subcell,0.03569966087397955,0.18168945662011535,0.013307389005709614,0.044193889254888326
stress01,0.02,0.25,physics_gated_dkan_fv_sod_neighbourhood,0.035346843286770256,0.18056314062656442,0.0131037988682462,0.04373129293362052
stress01,0.02,0.25,physics_gated_dkan_fv_engineering,0.033399979123121946,0.17853397088906287,0.012344734835381696,0.04190986628472012
stress01,0.02,0.25,hllc_muscl_fine,0.015647113347600387,0.08817521858451247,0.004825544547643316,0.018812320435264415
stress01,0.02666666666666667,0.33333333333333337,fno_operator,0.23163681456408614,0.8169386417256691,0.21129113114160503,0.3419474979600177
stress01,0.02666666666666667,0.33333333333333337,hllc_piecewise_constant,0.042764669566924325,0.20848108314400787,0.018498772356016137,0.0548400987074796
stress01,0.02666666666666667,0.33333333333333337,hllc_fixed_mc_subcell,0.040637929946889854,0.19525009473339713,0.01474571651818622,0.0489098394278552
stress01,0.02666666666666667,0.33333333333333337,physics_gated_dkan_fv_sod_neighbourhood,0.040576156102059655,0.19515533677257796,0.014720699327812531,0.0488494778228271
stress01,0.02666666666666667,0.33333333333333337,physics_gated_dkan_fv_engineering,0.0401300372171568,0.19786315912067173,0.014933990715826266,0.0491288719930049
stress01,0.02666666666666667,0.33333333333333337,hllc_muscl_fine,0.023713043047821066,0.11795246062678824,0.007708292518791082,0.027832410895044252
stress01,0.03333333333333333,0.41666666666666663,fno_operator,0.23359398391285718,0.6768507791692167,0.19344435113141714,0.3127304811143378
stress01,0.03333333333333333,0.41666666666666663,hllc_piecewise_constant,0.04223847881668931,0.17806453812245826,0.017610516710416715,0.05097445624846023
stress01,0.03333333333333333,0.41666666666666663,hllc_fixed_mc_subcell,0.04015437445028149,0.16480139712988887,0.014184258075727981,0.045446466913352974
stress01,0.03333333333333333,0.41666666666666663,physics_gated_dkan_fv_sod_neighbourhood,0.04007908312933637,0.16466059021483487,0.014142323031382239,0.045360315456609276
stress01,0.03333333333333333,0.41666666666666663,physics_gated_dkan_fv_engineering,0.039173585599145744,0.16510013368107335,0.013718736394451083,0.044601721369946064
stress01,0.03333333333333333,0.41666666666666663,hllc_muscl_fine,0.017368105955151213,0.07623359854068328,0.005070467144928723,0.01886465865063798
stress01,0.04,0.5,fno_operator,0.2311074865316997,0.5764782232257547,0.17496235620105585,0.2856585186571996
stress01,0.04,0.5,hllc_piecewise_constant,0.046285749126181656,0.17848491940260267,0.01806308029182581,0.05304122500089601
stress01,0.04,0.5,hllc_fixed_mc_subcell,0.043764978496905554,0.17109718869375645,0.015220749718117606,0.0484843836712425
stress01,0.04,0.5,physics_gated_dkan_fv_sod_neighbourhood,0.04369116064714189,0.17079131563855776,0.015183052624285969,0.048388202303824644
stress01,0.04,0.5,physics_gated_dkan_fv_engineering,0.04318422364127863,0.16942351010027965,0.015311222118261358,0.048206198281245845
stress01,0.04,0.5,hllc_muscl_fine,0.025864329712675865,0.10306798829882008,0.008620386587075849,0.02843046240532792
stress01,0.04666666666666667,0.5833333333333334,fno_operator,0.2356312407730776,0.484577835088428,0.15804060239960144,0.2622940047005456
stress01,0.04666666666666667,0.5833333333333334,hllc_piecewise_constant,0.04447383063357048,0.15445067072857355,0.01703447884108808,0.048911133684246245
stress01,0.04666666666666667,0.5833333333333334,hllc_fixed_mc_subcell,0.04139724391620086,0.14752617463305376,0.014065321865063386,0.04412283354146017
