case_id,time,time_fraction,x,exact_density,cse_density,absolute_density_error,cse_blend,fno_operator_density,fno_operator_absolute_density_error,hllc_piecewise_constant_density,hllc_piecewise_constant_absolute_density_error,hllc_fixed_mc_subcell_density,hllc_fixed_mc_subcell_absolute_density_error,physics_gated_dkan_fv_sod_neighbourhood_density,physics_gated_dkan_fv_sod_neighbourhood_absolute_density_error,physics_gated_dkan_fv_engineering_density,physics_gated_dkan_fv_engineering_absolute_density_error,hllc_muscl_fine_density,hllc_muscl_fine_absolute_density_error
id18,0.0,0.0,0.0009765625,0.886704,0.886704,0.0,3.864025188338133e-06,0.8582325,0.028471501831054735,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0029296875,0.886704,0.886704,0.0,3.864025188338133e-06,0.8836322,0.003071816925048876,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0048828125,0.886704,0.886704,0.0,3.864025188338133e-06,0.91474396,0.028039959903716993,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0068359375,0.886704,0.886704,0.0,3.864025188338133e-06,0.9420927,0.055388716693878126,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0087890625,0.886704,0.886704,0.0,3.864025188338133e-06,0.9645241,0.07782009029006953,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0107421875,0.886704,0.886704,0.0,3.864025188338133e-06,0.9804674,0.09376337909317012,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0126953125,0.886704,0.886704,0.0,3.864025188338133e-06,0.98761714,0.10091313504791255,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0146484375,0.886704,0.886704,0.0,3.864025188338133e-06,0.9928079,0.106103924747467,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0166015625,0.886704,0.886704,0.0,3.864025188338133e-06,0.99644977,0.10974576854324336,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0185546875,0.886704,0.886704,0.0,3.864025188338133e-06,0.9951383,0.10843428754425044,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0205078125,0.886704,0.886704,0.0,3.864025188338133e-06,0.9881369,0.10143288755035396,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0224609375,0.886704,0.886704,0.0,3.864025188338133e-06,0.9783925,0.091688481803894,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0244140625,0.886704,0.886704,0.0,3.864025188338133e-06,0.9665191,0.07981511735534663,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0263671875,0.886704,0.886704,0.0,3.864025188338133e-06,0.95302635,0.06632235431289668,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0283203125,0.886704,0.886704,0.0,3.864025188338133e-06,0.9383284,0.05162438535308833,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0302734375,0.886704,0.886704,0.0,3.864025188338133e-06,0.9227738,0.03606977843856807,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0322265625,0.886704,0.886704,0.0,3.864025188338133e-06,0.9066876,0.01998361730194087,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0341796875,0.886704,0.886704,0.0,3.864025188338133e-06,0.89042145,0.0037174501380919933,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0361328125,0.886704,0.886704,0.0,3.864025188338133e-06,0.874397,0.012307020191192675,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0380859375,0.886704,0.886704,0.0,3.864025188338133e-06,0.85913384,0.027570160392761278,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0400390625,0.886704,0.886704,0.0,3.864025188338133e-06,0.84524655,0.04145744657897954,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0419921875,0.886704,0.886704,0.0,3.864025188338133e-06,0.8389294,0.04777458525085454,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0439453125,0.886704,0.886704,0.0,3.864025188338133e-06,0.83553725,0.051166745189666796,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0458984375,0.886704,0.886704,0.0,3.864025188338133e-06,0.83166486,0.055039139751434374,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0478515625,0.886704,0.886704,0.0,3.864025188338133e-06,0.8276546,0.05904939985656743,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0498046875,0.886704,0.886704,0.0,3.864025188338133e-06,0.8239118,0.06279221392059331,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0517578125,0.886704,0.886704,0.0,3.864025188338133e-06,0.8234984,0.06320557213211064,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0537109375,0.886704,0.886704,0.0,3.864025188338133e-06,0.8324454,0.054258616928100634,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0556640625,0.886704,0.886704,0.0,3.864025188338133e-06,0.84423006,0.04247394419097905,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0576171875,0.886704,0.886704,0.0,3.864025188338133e-06,0.8580564,0.02864757395172124,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0595703125,0.886704,0.886704,0.0,3.864025188338133e-06,0.8730068,0.01369717932128911,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0615234375,0.886704,0.886704,0.0,3.864025188338133e-06,0.88813007,0.0014260687789916515,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0634765625,0.886704,0.886704,0.0,3.864025188338133e-06,0.902531,0.01582702779388423,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
id18,0.0,0.0,0.0654296875,0.886704,0.886704,0.0,3.864025188338133e-06,0.9154474,0.028743413921356153,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0,0.886704,0.0
