case_group,case_id,density_normalized_l2,density_tv_excess,evaluated_shock_count,maximum_cell_average_change,maximum_normalized_rh_residual,maximum_relative_conservation_error,maximum_shock_entropy_violation,mean_shock_width_10_90,method,minimum_density,minimum_pressure,model_seed,online_seconds,pressure_normalized_l2,primitive_geometric_mean_l2,relative_conservation_errors,time,velocity_normalized_l2
in_distribution,id05,0.04249299791208356,0.13601929276301739,1,2.220446049250313e-16,0.016682857624117687,7.886725462722903e-05,0.0,0.015610314750412524,physics_gated_dkan_fv_engineering,0.05758799999999999,0.23839199999999997,72002,0.510818200185895,0.012979787447918409,0.036367432328281345,"[2.1902358220758813e-05, 3.156277753986267e-05, 7.886725462722903e-05]",0.18,0.08720732507423028
in_distribution,id05,0.04175069876138782,0.1450145265646864,1,2.220446049250313e-16,0.01622530218256192,7.886725462743242e-05,0.0,0.016113402901865248,physics_gated_dkan_fv_engineering,0.05758799999999999,0.23839199999999997,72003,0.510007600300014,0.012546094997724291,0.03528376560175928,"[2.1902358221587997e-05, 3.156277753986267e-05, 7.886725462743242e-05]",0.18,0.08385953787075019
in_distribution,id05,0.03998653136549511,0.22779530725859506,1,2.220446049250313e-16,0.015123995977131181,7.886725462682223e-05,0.0,0.0163718322213271,physics_gated_dkan_fv_sod_neighbourhood,0.05758799999999999,0.23839199999999997,26001,0.5101498002186418,0.012147807593848136,0.03393823528101751,"[2.1902358220482416e-05, 3.156277754069754e-05, 7.886725462682223e-05]",0.18,0.08047410048018915
in_distribution,id05,0.04490953417576404,0.011211079216026638,1,2.220446049250313e-16,0.015119415786780074,7.886725462763582e-05,0.0,0.016371411784346646,physics_gated_dkan_fv_sod_neighbourhood,0.05758799999999999,0.23839199999999997,26002,0.5102903000079095,0.012148425047417291,0.035279221916353555,"[2.1902358220620614e-05, 3.156277754069754e-05, 7.886725462763582e-05]",0.18,0.08048194542233125
in_distribution,id05,0.04430977307425254,0.14752995999091592,1,2.220446049250313e-16,0.015130660641644948,7.886725462722903e-05,0.0,0.0163774236712505,physics_gated_dkan_fv_sod_neighbourhood,0.05758799999999999,0.23839199999999997,26003,0.5101505001075566,0.012151735291803092,0.03512812382230515,"[2.190235822200259e-05, 3.156277754028011e-05, 7.886725462722903e-05]",0.18,0.0805057756125807
in_distribution,id05,0.14233328493861963,2.9697318654111466,1,,0.8665581183374341,0.05369748979424365,0.0,0.034863975563376726,fno_operator,0.05171223357319832,0.21143856644630432,71001,0.0013981000520288944,0.0869283300640849,0.1644573342507125,"[0.004658191934937172, 0.05369748979424365, 0.014041869350769367]",0.18,0.3594942345380698
in_distribution,id05,0.12381290246787012,1.9707255993308235,1,,0.8625357523990511,0.05973061702547381,0.013480901718139648,0.16,fno_operator,0.06312733143568039,0.30318132042884827,71002,0.0014546997845172882,0.0811624687431585,0.14189663580754636,"[0.05973061702547381, 0.05248864078826229, 0.019953963294341265]",0.18,0.28431196945940196
in_distribution,id05,0.1357083441616301,2.5071040291591835,1,,0.26772566009595167,0.06767308077821928,0.0,0.16,fno_operator,0.0562211312353611,0.18540717661380768,71003,0.0014031999744474888,0.07644761730770946,0.13235119350620372,"[0.06767308077821928, 0.02684990389384454, 0.03922594691602953]",0.18,0.2234668362493878
in_distribution,id06,0.018126189599253256,1.5480233894555452e-16,1,,0.014619335143229929,0.0017773811615676473,0.0,0.016253120034225188,hllc_piecewise_constant,0.221443,0.084348,,0.079838200006634,0.01808443422898224,0.033506644323403896,"[0.00011146691643730262, 0.0017773811615676473, 0.0002107448395679976]",0.063873,0.11475757489965603
in_distribution,id06,0.016093896692060506,0.005852535637230983,1,,0.010186146223328613,0.0017773811615678506,0.0,0.016505796668712658,hllc_fixed_mc_subcell,0.221443,0.084348,,0.079838200006634,0.014110704028655793,0.02824659791654021,"[0.00011146691643872842, 0.0017773811615678506, 0.0002107448395674387]",0.063873,0.09924041045612461
in_distribution,id06,0.0074066656539379435,0.020384037565704533,1,,8.134611806292809e-05,0.0017773811615648008,0.0,0.004334972128754777,hllc_muscl_fine,0.221443,0.084348,,0.385899499990046,0.006005203101368576,0.014073134639519954,"[0.0001114669164386096, 0.0017773811615648008, 0.00021074483956766226]",0.063873,0.06266457335902911
