x,reference_density,fno_operator_density,hllc_piecewise_constant_density,hllc_fixed_mc_subcell_density,physics_gated_dkan_fv_sod_neighbourhood_density,sensor_gated_dkan_fv_engineering_tv_trust_0.02_density,hllc_muscl_fine_density,reference_velocity,fno_operator_velocity,hllc_piecewise_constant_velocity,hllc_fixed_mc_subcell_velocity,physics_gated_dkan_fv_sod_neighbourhood_velocity,sensor_gated_dkan_fv_engineering_tv_trust_0.02_velocity,hllc_muscl_fine_velocity,reference_pressure,fno_operator_pressure,hllc_piecewise_constant_pressure,hllc_fixed_mc_subcell_pressure,physics_gated_dkan_fv_sod_neighbourhood_pressure,sensor_gated_dkan_fv_engineering_tv_trust_0.02_pressure,hllc_muscl_fine_pressure
0.0009765625,1.0,2.754380702972412,1.0,1.0,1.0,1.0,1.0,-1.5,-0.085656076669693,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.4777683019638062,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0029296875,1.0,2.9079971313476562,1.0,1.0,1.0,1.0,1.0,-1.5,-0.10010460019111633,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.5252540111541748,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0048828125,1.0,3.069835662841797,1.0,1.0,1.0,1.0,1.0,-1.5,-0.11036905646324158,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.5814650058746338,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0068359375,1.0,3.2313036918640137,1.0,1.0,1.0,1.0,1.0,-1.5,-0.11676487326622009,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.6537386178970337,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0087890625,1.0,3.38301682472229,1.0,1.0,1.0,1.0,1.0,-1.5,-0.11992636322975159,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.7297046184539795,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0107421875,1.0,3.515371322631836,1.0,1.0,1.0,1.0,1.0,-1.5,-0.1205289363861084,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.7943888902664185,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0126953125,1.0,3.618959903717041,1.0,1.0,1.0,1.0,1.0,-1.5,-0.1190694272518158,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.840545415878296,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0146484375,1.0,3.6848559379577637,1.0,1.0,1.0,1.0,1.0,-1.5,-0.11579832434654236,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.8628404140472412,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0166015625,1.0,3.7050487995147705,1.0,1.0,1.0,1.0,1.0,-1.5,-0.11077889800071716,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.859211802482605,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0185546875,1.0,3.673382520675659,1.0,1.0,1.0,1.0,1.0,-1.5,-0.10402518510818481,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.8312848806381226,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0205078125,1.0,3.5870141983032227,1.0,1.0,1.0,1.0,1.0,-1.5,-0.09566277265548706,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.7838149070739746,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0224609375,1.0,3.475393533706665,1.0,1.0,1.0,1.0,1.0,-1.5,-0.08604830503463745,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.723501205444336,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0244140625,1.0,3.518291711807251,1.0,1.0,1.0,1.0,1.0,-1.5,-0.0757671594619751,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.657638430595398,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0263671875,1.0,3.509328603744507,1.0,1.0,1.0,1.0,1.0,-1.5,-0.0655134916305542,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.5929453372955322,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0283203125,1.0,3.446807622909546,1.0,1.0,1.0,1.0,1.0,-1.5,-0.0559312105178833,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.5347651243209839,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0302734375,1.0,3.3375346660614014,1.0,1.0,1.0,1.0,1.0,-1.5,-0.04751339554786682,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.4866582155227661,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0322265625,1.0,3.193887710571289,1.0,1.0,1.0,1.0,1.0,-1.5,-0.040607750415802,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.4503610134124756,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0341796875,1.0,3.030211925506592,1.0,1.0,1.0,1.0,1.0,-1.5,-0.035505831241607666,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.426026701927185,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0361328125,1.0,2.860309362411499,1.0,1.0,1.0,1.0,1.0,-1.5,-0.03254768252372742,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.4125853776931763,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0380859375,1.0,2.696342706680298,1.0,1.0,1.0,1.0,1.0,-1.5,-0.03217363357543945,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.4081157445907593,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0400390625,1.0,2.5484979152679443,1.0,1.0,1.0,1.0,1.0,-1.5,-0.03489366173744202,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.4101372957229614,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0419921875,1.0,2.4246604442596436,1.0,1.0,1.0,1.0,1.0,-1.5,-0.06209772825241089,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.41579270362854,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0439453125,1.0,2.329927444458008,1.0,1.0,1.0,1.0,1.0,-1.5,-0.10152626037597656,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.421962022781372,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0458984375,1.0,2.2664377689361572,1.0,1.0,1.0,1.0,1.0,-1.5,-0.14708027243614197,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.4254441261291504,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0478515625,1.0,2.2341487407684326,1.0,1.0,1.0,1.0,1.0,-1.5,-0.19759529829025269,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.4234658479690552,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0498046875,1.0,2.2323286533355713,1.0,1.0,1.0,1.0,1.0,-1.5,-0.25034472346305847,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.414562702178955,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0517578125,1.0,2.2609171867370605,1.0,1.0,1.0,1.0,1.0,-1.5,-0.30141910910606384,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.39925217628479,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0537109375,1.0,2.321157693862915,1.0,1.0,1.0,1.0,1.0,-1.5,-0.34703168272972107,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.379643440246582,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0556640625,1.0,2.415186882019043,1.0,1.0,1.0,1.0,1.0,-1.5,-0.38475194573402405,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.3581204414367676,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0576171875,1.0,2.544820785522461,1.0,1.0,1.0,1.0,1.0,-1.5,-0.4138360917568207,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.3362903594970703,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0595703125,1.0,2.7102255821228027,1.0,1.0,1.0,1.0,1.0,-1.5,-0.4348023235797882,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.3148847818374634,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
0.0615234375,1.0,2.879042148590088,1.0,1.0,1.0,1.0,1.0,-1.5,-0.44888028502464294,-1.5,-1.5,-1.5,-1.5,-1.5,0.6,1.294258713722229,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999
