case_id,without_sensor,with_sensor,gain
sod,0.037726692460326686,0.037697267563800575,1.000780557807706
lax,0.06682621239661242,0.06319524474624773,1.0574563428774486
moving_contact,0.0374349218042961,0.037493967833860456,0.9984251858905412
double_rarefaction,0.017058655060720372,0.016963440160769266,1.0056129475536044
colliding_streams,0.04017372024088191,0.040174275091775805,0.9999861889009166
shu_osher,0.05764926695260126,0.05765286347685763,0.9999376175953895
woodward_colella,0.22226391535316012,0.2288657591749303,0.9711540780693011
smooth_entropy,0.0003430251903953432,8.890162677362856e-05,3.8584804670536905
