x,reference_density,fno_operator_density,hllc_piecewise_constant_density,hllc_fixed_mc_subcell_density,physics_gated_dkan_fv_sod_neighbourhood_density,sensor_gated_dkan_fv_engineering_tv_trust_0.02_density,hllc_muscl_fine_density,reference_velocity,fno_operator_velocity,hllc_piecewise_constant_velocity,hllc_fixed_mc_subcell_velocity,physics_gated_dkan_fv_sod_neighbourhood_velocity,sensor_gated_dkan_fv_engineering_tv_trust_0.02_velocity,hllc_muscl_fine_velocity,reference_pressure,fno_operator_pressure,hllc_piecewise_constant_pressure,hllc_fixed_mc_subcell_pressure,physics_gated_dkan_fv_sod_neighbourhood_pressure,sensor_gated_dkan_fv_engineering_tv_trust_0.02_pressure,hllc_muscl_fine_pressure
0.0009765625,0.445,0.6993745565414429,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.698,0.39662986993789673,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,3.528,2.4890782833099365,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999
0.0029296875,0.445,0.6960083246231079,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.698,0.37697380781173706,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,3.528,2.4894165992736816,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999
0.0048828125,0.445,0.6925682425498962,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.698,0.3596096634864807,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,3.528,2.43534779548645,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999
0.0068359375,0.445,0.6890560984611511,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.698,0.3551023602485657,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,3.528,2.382904052734375,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999
0.0087890625,0.445,0.6845098733901978,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.698,0.35325294733047485,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,3.528,2.334775447845459,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999
0.0107421875,0.445,0.6743882298469543,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.698,0.3530411124229431,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,3.528,2.29276704788208,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999
0.0126953125,0.445,0.6653767824172974,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.698,0.35473787784576416,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,3.528,2.257843017578125,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999
0.0146484375,0.445,0.6576015949249268,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.698,0.3584319055080414,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,3.528,2.2302627563476562,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999
0.0166015625,0.445,0.6511130332946777,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.698,0.3640190362930298,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,3.528,2.209749698638916,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999
0.0185546875,0.445,0.645881175994873,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.44499999999999995,0.698,0.3712293207645416,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,0.6980000000000001,3.528,2.1956734657287598,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999,3.527999999999999
